booking_id,guest_id,hotel_id,booking_date,room_type_requested,booking_channel,nights_booked,total_amount
B00404,G0086,H010,27-02-2025,Deluxe,Travel Agent,4,22401.61
B00405,G0091,H019,21-10-2024,Executive,Website,2,13065.36
B00406,G0253,H024,16-05-2026,Executive,Phone,2,11281.67
B00407,G0009,H025,17-05-2026,Deluxe,Website,3,13749.58
B00408,G0036,H025,28-04-2026,Standard,Website,1,3206.41
B00409,G0292,H018,14-07-2026,Standard,Travel Agent,7,22150.34
B00410,G0067,H023,21-05-2026,Deluxe,Travel Agent,1,4487.2
B00411,G0242,H006,19-04-2024,Suite,Phone,2,18205.56
B00412,G0094,H004,21-02-2025,Suite,Website,2,15448.98
B00413,G0034,H025,22-05-2025,Standard,Website,4,12166.15
B00414,G0095,H004,20-05-2025,Standard,Mobile App,4,12003.73
B00415,G0267,H015,11-05-2026,Standard,Mobile App,14,53684.67
B00416,G0316,H003,27-05-2026,Suite,Walk-in,7,70818.83
B00417,G0306,H022,14-01-2024,Deluxe,Website,2,12162.41
B00418,G0139,H004,28-03-2024,Standard,Mobile App,3,7773.62
B00419,G0252,H006,05-08-2026,Standard,Phone,2,6930.08
B00420,G0077,H004,17-02-2025,Standard,Mobile App,3,9166.12
B00421,G0115,H019,13-07-2026,Standard,Travel Agent,3,9912.58
B00422,G0322,H022,02-05-2025,Deluxe,Mobile App,3,16617.17
B00423,G0006,H015,01-05-2026,Standard,Website,3,12076.23
B00424,G0029,H001,17-05-2024,Standard,Website,1,2994.68
B00425,G0078,H013,02-07-2024,Deluxe,Website,2,8868.79
B00426,G0011,H003,17-02-2026,Deluxe,Mobile App,3,17418.84
B00427,G0069,H022,27-10-2024,Deluxe,Mobile App,3,18890.22
B00428,G0216,H018,07-07-2025,Standard,Travel Agent,14,43905.23
B00429,G0147,H013,01-05-2024,Deluxe,Walk-in,2,7635.56
B00430,G0321,H018,30-06-2024,Deluxe,Travel Agent,5,19761.76
B00431,G0300,H005,17-03-2025,Standard,Mobile App,4,13773.9
B00432,G0123,H022,17-05-2025,Deluxe,Mobile App,2,11887.4
B00433,G0101,H017,09-06-2024,Standard,Website,3,11360.59
B00434,G0136,H012,23-11-2025,Suite,Website,1,7857.12
B00435,G0221,H012,11-05-2024,Standard,Travel Agent,1,3143.94
B00436,G0103,H013,23-04-2026,Standard,Website,2,5531.78
B00437,G0236,H008,11-04-2026,Standard,Mobile App,3,11176.74
B00438,G0143,H010,29-12-2024,Standard,Website,3,9013.42
B00439,G0199,H014,04-11-2025,Deluxe,Walk-in,2,10645.39
B00440,G0151,H001,25-08-2025,Executive,Mobile App,2,12517.62
B00441,G0115,H004,09-04-2026,Deluxe,Website,3,13896.09
B00442,G0344,H011,14-11-2025,Standard,Website,10,26612.31
B00443,G0280,H003,12-10-2025,Suite,Mobile App,2,18602.41
B00444,G0054,H013,10-08-2025,Suite,Mobile App,10,80957
B00445,G0319,H004,09-02-2026,Deluxe,Website,3,13012.85
B00446,G0178,H007,13-03-2025,Standard,Website,5,16952.16
B00447,G0321,H014,03-11-2024,Deluxe,Website,2,9543.43
B00448,G0292,H015,13-05-2026,Deluxe,Mobile App,5,30186.81
B00449,G0148,H006,12-06-2025,Deluxe,Website,10,53799.96
B00450,G0009,H009,13-04-2026,Executive,Mobile App,3,26739.01
B00451,G0103,H019,17-05-2026,Deluxe,Website,1,5033.42
B00452,G0197,H005,03-09-2024,Deluxe,Travel Agent,5,24843.56
B00453,G0239,H003,30-05-2026,Deluxe,Walk-in,2,11101.4
B00454,G0101,H009,13-06-2024,Deluxe,Website,2,10709.89
B00455,G0053,H008,29-01-2024,Suite,Website,3,30474.71
B00456,G0308,H021,08-03-2025,Executive,Website,2,12847.16
B00457,G0350,H009,19-03-2026,Deluxe,Website,5,32585.44
B00458,G0189,H001,30-06-2026,Standard,Walk-in,2,5457.17
B00459,G0066,H014,23-09-2024,Suite,Travel Agent,5,44215.65
B00460,G0105,H008,25-01-2026,Standard,Travel Agent,7,23833.16
B00461,G0009,H025,07-08-2026,Executive,Website,5,33966.98
B00462,G0329,H025,05-05-2024,Suite,Website,3,26483.3
B00463,G0044,H014,29-06-2026,Standard,Website,1,3200.38
B00464,G0212,H009,22-02-2025,Suite,Website,3,32892.08
B00465,G0105,H011,11-01-2026,Deluxe,Mobile App,2,8143.24
B00466,G0200,H005,14-03-2026,Standard,Travel Agent,5,14955.04
B00467,G0242,H020,15-07-2026,Standard,Travel Agent,4,10233.08
B00468,G0306,H022,28-07-2026,Standard,Mobile App,2,8679.35
B00469,G0078,H022,06-01-2025,Standard,Walk-in,5,18985.12
B00470,G0005,H009,27-01-2026,Standard,Phone,4,14841.39
B00471,G0053,H006,30-05-2026,Executive,Mobile App,5,38645.66
B00472,G0323,H002,02-03-2025,Standard,Website,4,11456.74
B00473,G0320,H014,03-04-2026,Executive,Website,2,15995.65
B00474,G0225,H006,12-04-2024,Deluxe,Mobile App,2,10412.84
B00475,G0226,H018,12-05-2026,Deluxe,Mobile App,1,3834.7
B00476,G0251,H006,24-03-2026,Deluxe,Travel Agent,1,4956.82
B00477,G0067,H010,05-10-2025,Standard,Website,1,3400.12
B00478,G0329,H021,25-02-2026,Suite,Walk-in,4,38874.88
B00479,G0146,H015,23-11-2024,Deluxe,Travel Agent,2,12245.01
B00480,G0136,H011,26-04-2026,Suite,Website,2,14182.08
B00481,G0188,H013,16-06-2026,Executive,Walk-in,2,13644.33
B00482,G0015,H021,23-02-2026,Deluxe,Website,1,5033.34
B00483,G0064,H023,01-02-2025,Suite,Website,3,23627.21
B00484,G0271,H003,01-06-2024,Executive,Website,3,22118.38
B00485,G0029,H014,22-06-2025,Suite,Phone,5,45291.52
B00486,G0226,H023,14-07-2025,Standard,Phone,5,13531.71
B00487,G0096,H016,03-02-2026,Standard,Mobile App,1,2670.9
B00488,G0136,H010,23-04-2026,Deluxe,Website,1,5442.26
B00489,G0113,H010,07-01-2026,Executive,Website,2,13623.05
B00490,G0128,H022,01-07-2026,Deluxe,Website,2,12770.44
B00491,G0265,H013,10-12-2025,Deluxe,Travel Agent,4,18211.64
B00492,G0115,H003,14-08-2025,Standard,Website,2,7301.54
B00493,G0206,H020,11-09-2025,Executive,Phone,3,19567.09
B00494,G0171,H001,16-02-2024,Standard,Mobile App,2,5592.58
B00495,G0251,H005,05-11-2025,Executive,Mobile App,3,20498.15
B00496,G0339,H016,30-05-2025,Executive,Walk-in,1,5875.98
B00497,G0270,H014,25-02-2026,Standard,Website,1,3079.22
B00498,G0082,H009,11-06-2026,Deluxe,Phone,2,12786.13
B00499,G0014,H025,19-09-2025,Executive,Mobile App,2,13328.04
B00500,G0101,H016,24-01-2026,Suite,Website,5,39913.31
B00501,G0224,H015,28-03-2026,Standard,Website,2,6922.68
B00502,G0015,H006,24-04-2025,Deluxe,Mobile App,14,78528.92
B00503,G0180,H015,15-10-2024,Standard,Travel Agent,3,11689.58
B00504,G0224,H024,16-05-2026,Suite,Website,1,8377.82
B00505,G0123,H006,03-07-2024,Deluxe,Walk-in,3,15846.08
B00506,G0283,H019,07-01-2025,Executive,Website,4,26766.43
B00507,G0037,H008,19-07-2025,Suite,Travel Agent,5,40112.21
B00508,G0029,H022,28-11-2025,Standard,Mobile App,7,24697.25
B00509,G0270,H005,28-07-2025,Standard,Mobile App,4,13479.84
B00510,G0180,H009,09-06-2026,Deluxe,Website,10,60778.15
B00511,G0260,H011,08-04-2025,Executive,Phone,7,46168.85
B00512,G0151,H007,12-05-2024,Suite,Walk-in,2,19461.8
B00513,G0097,H003,31-01-2026,Deluxe,Mobile App,1,5505.17
B00514,G0301,H025,02-09-2024,Suite,Website,5,41627.53
B00515,G0291,H013,09-03-2026,Standard,Travel Agent,3,7813.26
B00516,G0263,H014,21-06-2025,Deluxe,Phone,7,36457.07
B00517,G0105,H022,17-05-2026,Standard,Mobile App,1,3851.26
B00518,G0220,H016,01-02-2025,Standard,Mobile App,1,2815.78
B00519,G0131,H020,12-01-2025,Standard,Mobile App,1,2879.34
B00520,G0031,H022,19-04-2025,Standard,Travel Agent,1,3898.75
B00521,G0332,H021,06-10-2025,Deluxe,Website,2,11168.86
B00522,G0053,H010,04-05-2025,Standard,Website,7,25680.97
B00523,G0344,H014,19-06-2025,Standard,Website,1,3010.85
B00524,G0155,H017,28-08-2025,Standard,Website,3,11905.17
B00525,G0071,H012,27-07-2025,Standard,Website,3,7799.26
B00526,G0197,H015,08-11-2025,Standard,Website,2,7012.99
B00527,G0320,H023,13-06-2026,Standard,Mobile App,2,5978.36
B00528,G0270,H009,31-05-2026,Standard,Walk-in,5,18140.69
B00529,G0295,H024,12-04-2024,Executive,Website,4,24202.79
B00530,G0248,H001,19-01-2024,Standard,Website,3,8526.34
B00531,G0262,H022,18-02-2025,Executive,Mobile App,3,25817.22
B00532,G0316,H012,23-09-2025,Deluxe,Phone,4,18499.49
B00533,G0100,H005,30-03-2024,Standard,Website,5,17742.61
B00534,G0179,H001,25-06-2026,Standard,Mobile App,3,8475.16
B00535,G0086,H007,26-06-2026,Standard,Travel Agent,1,3322.07
B00536,G0350,H006,29-04-2024,Executive,Travel Agent,2,14461.07
B00537,G0342,H015,21-01-2024,Deluxe,Website,3,18994.56
B00538,G0014,H011,22-02-2024,Standard,Mobile App,4,12822.56
B00539,G0265,H016,18-05-2026,Deluxe,Mobile App,3,12255.94
B00540,G0337,H013,14-05-2025,Deluxe,Mobile App,3,13477.8
B00541,G0068,H016,16-04-2026,Standard,Website,1,2923.48
B00542,G0207,H003,20-07-2025,Standard,Mobile App,5,17692.64
B00543,G0330,H021,29-09-2025,Standard,Travel Agent,1,3211.5
B00544,G0014,H016,15-07-2024,Standard,Website,1,3156.35
B00545,G0264,H020,13-12-2024,Suite,Travel Agent,2,16811.9
B00546,G0115,H014,29-12-2025,Suite,Travel Agent,4,38904.36
B00547,G0337,H006,29-03-2026,Deluxe,Website,4,21147.53
B00548,G0348,H006,12-05-2024,Standard,Mobile App,1,3317.2
B00549,G0342,H010,20-05-2025,Standard,Mobile App,14,45779.41
B00550,G0170,H012,24-09-2024,Deluxe,Website,5,21543.26
B00551,G0316,H003,06-04-2026,Standard,Website,2,7924.41
B00552,G0313,H009,13-05-2025,Executive,Travel Agent,4,35659.97
B00553,G0120,H009,24-07-2025,Suite,Walk-in,5,53604.69
B00554,G0305,H023,16-04-2024,Standard,Phone,4,12775.41
B00555,G0014,H004,12-02-2026,Executive,Travel Agent,3,20062.74
B00556,G0224,H018,14-04-2024,Standard,Website,3,9388.83
B00557,G0090,H012,21-07-2026,Standard,Website,2,5748.26
B00558,G0045,H004,20-01-2026,Standard,Mobile App,5,13030.44
B00559,G0029,H015,25-07-2024,Executive,Travel Agent,1,9047.02
B00560,G0264,H011,30-04-2025,Standard,Website,2,6041.28
B00561,G0123,H012,28-02-2025,Deluxe,Website,4,17344.53
B00562,G0268,H008,17-03-2026,Standard,Mobile App,7,26007.81
B00563,G0025,H017,22-05-2026,Suite,Mobile App,1,9551.24
B00564,G0120,H023,11-01-2024,Suite,Phone,1,7340.26
B00565,G0196,H006,01-03-2026,Standard,Mobile App,1,3735.6
B00566,G0287,H019,26-08-2025,Standard,Mobile App,4,14076.23
B00567,G0120,H010,16-06-2025,Standard,Walk-in,4,14780.6
B00568,G0236,H024,11-06-2026,Standard,Website,5,15750.73
B00569,G0321,H005,17-09-2025,Deluxe,Mobile App,1,5134.94
B00570,G0233,H020,18-03-2026,Deluxe,Travel Agent,5,23003.21
B00571,G0092,H025,18-02-2025,Standard,Website,1,3249.89
B00572,G0010,H024,12-01-2026,Deluxe,Website,14,57093.74
B00573,G0319,H017,05-06-2025,Deluxe,Mobile App,4,21477.28
B00574,G0009,H018,18-01-2025,Deluxe,Website,4,18171.34
B00575,G0320,H017,09-08-2026,Standard,Website,2,8048.19
B00576,G0190,H004,01-05-2025,Standard,Travel Agent,1,2728.57
B00577,G0340,H001,24-01-2026,Deluxe,Phone,5,24092.25
B00578,G0291,H023,02-08-2025,Suite,Mobile App,3,23599.96
B00579,G0350,H010,24-12-2024,Standard,Travel Agent,4,14116.12
B00580,G0127,H013,01-01-2026,Deluxe,Website,2,8782.97
B00581,G0282,H025,22-04-2026,Standard,Website,4,14631.56
B00582,G0140,H003,24-03-2024,Standard,Walk-in,3,11555.84
B00583,G0173,H022,13-01-2025,Deluxe,Mobile App,3,17113.65
B00584,G0237,H019,02-07-2026,Deluxe,Mobile App,2,11227.91
B00585,G0320,H024,27-11-2025,Executive,Walk-in,1,5590.69
B00586,G0350,H015,29-12-2025,Standard,Travel Agent,5,17697.96
B00587,G0283,H015,07-01-2025,Deluxe,Travel Agent,7,39677.44
B00588,G0146,H020,01-05-2024,Suite,Website,2,14585.96
B00589,G0147,H005,19-06-2025,Standard,Website,2,6432.86
B00590,G0271,H005,29-01-2024,Standard,Mobile App,1,3712.25
B00591,G0094,H010,29-06-2026,Standard,Walk-in,3,9223.93
B00592,G0040,H003,23-12-2024,Suite,Mobile App,3,31868.09
B00593,G0128,H011,11-08-2026,Suite,Mobile App,4,31542.82
B00594,G0113,H005,14-07-2026,Deluxe,Mobile App,2,10033.61
B00595,G0115,H003,24-10-2025,Suite,Travel Agent,2,19547.39
B00596,G0092,H011,08-02-2025,Deluxe,Phone,7,31868.96
B00597,G0014,H003,23-10-2025,Suite,Travel Agent,3,33630.61
B00598,G0009,H018,02-11-2025,Deluxe,Mobile App,1,4782.93
B00599,G0350,H019,08-07-2025,Suite,Phone,3,28876.83
B00600,G0148,H001,29-05-2025,Standard,Phone,1,2533.28
B00601,G0136,H007,16-03-2026,Standard,Travel Agent,5,16702.67
B00602,G0258,H018,06-04-2026,Deluxe,Mobile App,1,4685.07
B00603,G0084,H011,24-01-2024,Standard,Mobile App,5,13710.84
B00604,G0344,H003,20-09-2024,Standard,Website,1,3564.32
B00605,G0287,H025,18-10-2025,Standard,Website,2,6226.7
B00606,G0029,H011,21-09-2025,Standard,Travel Agent,2,5178.24
B00607,G0146,H014,25-05-2024,Suite,Website,7,69686.03
B00608,G0320,H007,17-04-2025,Standard,Mobile App,2,6787.44
B00609,G0342,H013,31-05-2025,Executive,Website,2,12459.36
B00610,G0167,H016,08-03-2024,Standard,Mobile App,7,17731.25
B00611,G0233,H019,21-07-2025,Deluxe,Website,3,16299.84
B00612,G0065,H019,07-11-2024,Standard,Website,3,9424.97
B00613,G0350,H012,25-05-2024,Deluxe,Website,2,9560.49
B00614,G0091,H015,14-10-2025,Standard,Walk-in,10,40181.35
B00615,G0342,H006,30-10-2025,Standard,Phone,3,10402.32
B00616,G0242,H022,09-05-2026,Standard,Mobile App,3,11952.81
B00617,G0230,H010,06-06-2025,Standard,Travel Agent,3,9665.78
B00618,G0185,H023,08-02-2025,Standard,Website,3,8146.86
B00619,G0091,H007,10-06-2025,Deluxe,Phone,2,10611.05
B00620,G0067,H021,16-12-2024,Standard,Travel Agent,2,6353.47
B00621,G0085,H011,25-11-2024,Standard,Phone,2,6319.63
B00622,G0071,H021,27-05-2025,Executive,Mobile App,1,6388.95
B00623,G0286,H014,26-06-2024,Deluxe,Travel Agent,3,14841.2
B00624,G0126,H021,24-03-2024,Deluxe,Mobile App,7,38300.46
B00625,G0020,H022,31-03-2025,Standard,Phone,2,7999.3
B00626,G0347,H006,31-01-2025,Suite,Walk-in,14,115374.56
B00627,G0321,H007,14-01-2025,Standard,Website,1,3205.82
B00628,G0338,H007,01-06-2026,Standard,Mobile App,2,7133.02
B00629,G0350,H016,27-08-2024,Executive,Website,3,19368.21
B00630,G0067,H007,12-09-2025,Standard,Phone,3,9195.73
B00631,G0139,H019,11-10-2024,Deluxe,Website,1,5375.79
B00632,G0278,H019,20-07-2026,Standard,Mobile App,4,12315.43
B00633,G0263,H008,10-09-2025,Suite,Travel Agent,2,19680.93
B00634,G0058,H023,24-01-2024,Deluxe,Mobile App,4,18829.03
B00635,G0298,H014,03-01-2024,Deluxe,Phone,1,5623.52
B00636,G0087,H014,18-03-2025,Standard,Travel Agent,2,6544.35
B00637,G0087,H002,16-02-2026,Suite,Website,2,15075.23
B00638,G0195,H011,04-04-2025,Standard,Website,1,2920.27
B00639,G0222,H024,26-01-2024,Standard,Travel Agent,10,31618.97
B00640,G0214,H006,20-07-2024,Standard,Website,3,8989.87
B00641,G0031,H001,18-03-2025,Deluxe,Mobile App,2,8085.86
B00642,G0320,H016,16-05-2025,Standard,Website,1,2753.51
B00643,G0103,H003,27-03-2026,Suite,Mobile App,4,43098.56
B00644,G0051,H004,28-11-2025,Standard,Website,1,2739.3
B00645,G0321,H023,18-05-2026,Standard,Website,7,19805.4
B00646,G0344,H020,04-11-2024,Deluxe,Website,4,17468.88
B00647,G0316,H013,28-10-2024,Standard,Mobile App,2,6250.42
B00648,G0295,H022,08-04-2026,Deluxe,Mobile App,2,11504.27
B00649,G0243,H020,27-09-2025,Standard,Travel Agent,4,10152.72
B00650,G0199,H011,13-06-2025,Deluxe,Website,1,4528.96
B00651,G0029,H007,30-08-2025,Executive,Website,3,21003.13
B00652,G0142,H024,07-05-2025,Deluxe,Website,1,3826.27
B00653,G0135,H010,17-07-2025,Deluxe,Mobile App,3,14710.93
B00654,G0101,H018,20-08-2025,Suite,Website,2,14785.88
B00655,G0268,H001,12-01-2025,Deluxe,Travel Agent,1,4029.26
B00656,G0180,H002,30-03-2026,Standard,Website,1,3155.95
B00657,G0029,H003,15-03-2026,Standard,Travel Agent,4,17447.96
B00658,G0085,H023,06-09-2025,Standard,Mobile App,10,29512.72
B00659,G0258,H011,04-03-2025,Standard,Mobile App,4,10198.14
B00660,G0029,H001,12-08-2024,Deluxe,Travel Agent,2,8007.59
B00661,G0316,H024,07-05-2025,Suite,Walk-in,5,37274.17
B00662,G0180,H006,18-10-2025,Suite,Website,1,8756.82
B00663,G0173,H004,22-07-2025,Standard,Mobile App,3,9476.69
B00664,G0221,H002,03-01-2025,Executive,Website,2,11456.84
B00665,G0302,H024,25-09-2024,Standard,Walk-in,2,5314.38
B00666,G0125,H009,29-06-2024,Executive,Website,4,32468.01
B00667,G0257,H004,17-03-2026,Standard,Website,2,5557.5
B00668,G0206,H022,30-09-2025,Standard,Mobile App,4,16081.96
B00669,G0103,H023,17-05-2026,Standard,Website,7,21535
B00670,G0320,H018,28-06-2025,Standard,Mobile App,3,9611.66
B00671,G0290,H002,07-09-2024,Suite,Mobile App,5,36507.96
B00672,G0247,H011,25-10-2025,Standard,Mobile App,2,5217.04
B00673,G0316,H019,04-06-2025,Suite,Website,1,9006.35
B00674,G0318,H020,10-11-2025,Standard,Mobile App,4,11886.2
B00675,G0265,H012,05-06-2025,Deluxe,Mobile App,2,8345.15
B00676,G0310,H016,12-12-2025,Deluxe,Mobile App,2,8401.99
B00677,G0264,H019,01-08-2026,Deluxe,Website,7,35143.69
B00678,G0258,H013,28-08-2024,Standard,Mobile App,2,5260.09
B00679,G0233,H012,12-05-2026,Standard,Website,4,10906.13
B00680,G0276,H012,26-06-2026,Standard,Website,3,8266.39
B00681,G0061,H015,06-04-2025,Standard,Mobile App,3,11061.34
B00682,G0321,H006,26-01-2024,Standard,Website,1,3718.22
B00683,G0320,H017,19-08-2025,Deluxe,Mobile App,4,25855.97
B00684,G0012,H004,10-04-2024,Standard,Website,1,2657.65
B00685,G0303,H009,03-12-2024,Standard,Walk-in,4,14753.96
B00686,G0051,H020,07-04-2026,Executive,Phone,4,26038.93
B00687,G0123,H009,23-07-2026,Standard,Website,5,20863.69
B00688,G0274,H013,17-02-2025,Suite,Travel Agent,1,7976.42
B00689,G0061,H005,18-02-2026,Suite,Website,4,33717.39
B00690,G0300,H017,27-08-2024,Deluxe,Mobile App,2,12607.52
B00691,G0306,H003,14-12-2024,Standard,Website,4,16366.56
B00692,G0183,H015,22-02-2026,Standard,Mobile App,2,7953.98
B00693,G0002,H010,11-05-2024,Executive,Website,5,39243.55
B00694,G0113,H008,27-03-2026,Standard,Travel Agent,2,7233.52
B00695,G0233,H010,04-07-2025,Standard,Website,4,14941.16
B00696,G0350,H011,06-06-2024,Deluxe,Travel Agent,7,30678.01
B00697,G0239,H013,04-02-2025,Standard,Mobile App,3,7955.51
B00698,G0101,H011,21-04-2024,Deluxe,Mobile App,7,27145.33
B00699,G0239,H022,16-04-2024,Deluxe,Website,4,23354.16
B00700,G0196,H007,10-07-2024,Standard,Phone,2,6332.18
B00701,G0286,H017,06-11-2025,Standard,Website,3,10772.33
B00702,G0038,H014,30-05-2026,Standard,Phone,1,3319.21
B00703,G0280,H003,30-01-2026,Standard,Walk-in,1,4255.87
B00704,G0197,H014,13-11-2024,Suite,Travel Agent,1,9237.39
B00705,G0346,H019,13-11-2024,Standard,Travel Agent,2,6280.41
B00706,G0123,H015,26-05-2024,Standard,Mobile App,5,19639.08
B00707,G0239,H019,21-07-2026,Suite,Mobile App,3,28788.77
B00708,G0339,H021,21-10-2024,Suite,Mobile App,4,38158.08
B00709,G0036,H013,14-07-2025,Deluxe,Walk-in,1,4041.59
B00710,G0339,H020,10-07-2026,Deluxe,Mobile App,7,27808.32
B00711,G0260,H004,05-08-2025,Standard,Phone,2,6258.76
B00712,G0025,H021,07-10-2024,Deluxe,Travel Agent,1,5360.58
B00713,G0116,H007,12-07-2026,Executive,Mobile App,4,26346.31
B00714,G0265,H003,12-01-2025,Suite,Mobile App,4,40902.98
B00715,G0025,H009,17-06-2024,Standard,Website,1,4035.4
B00716,G0215,H024,22-11-2025,Deluxe,Website,2,7968.25
B00717,G0124,H001,08-02-2024,Standard,Travel Agent,1,2989.21
B00718,G0234,H016,26-11-2025,Deluxe,Website,3,13587.78
B00719,G0015,H005,23-10-2025,Deluxe,Website,1,5499.3
B00720,G0320,H004,26-01-2026,Standard,Website,4,10551.67
B00721,G0348,H025,18-11-2025,Standard,Website,2,6241.16
B00722,G0346,H002,01-01-2026,Suite,Mobile App,2,13679.09
B00723,G0276,H021,28-06-2026,Deluxe,Travel Agent,1,5315.74
B00724,G0051,H002,13-07-2025,Deluxe,Website,2,7983.65
B00725,G0278,H012,20-01-2026,Executive,Website,1,5441.92
B00726,G0010,H011,15-01-2024,Suite,Travel Agent,1,8547.65
B00727,G0009,H022,29-03-2025,Standard,Website,2,7059.43
B00728,G0122,H011,30-11-2024,Deluxe,Website,1,4348.79
B00729,G0179,H004,25-07-2026,Standard,Website,2,5060.99
B00730,G0283,H011,04-04-2026,Standard,Website,2,5961.15
B00731,G0258,H021,12-10-2024,Deluxe,Website,5,24848.74
B00732,G0154,H020,24-02-2026,Deluxe,Phone,4,18443.29
B00733,G0105,H009,10-02-2026,Executive,Mobile App,14,122702.77
B00734,G0350,H025,25-11-2025,Deluxe,Website,3,16666.91
B00735,G0148,H022,21-11-2024,Deluxe,Website,3,17928.7
B00736,G0156,H017,26-01-2025,Deluxe,Website,3,19656.62
B00737,G0062,H001,26-08-2024,Deluxe,Walk-in,2,9109.62
B00738,G0289,H008,29-04-2026,Deluxe,Website,2,9655.81
B00739,G0263,H013,09-07-2024,Standard,Website,7,20570.57
B00740,G0086,H024,21-03-2026,Suite,Website,2,16451.14
B00741,G0029,H017,10-02-2024,Suite,Mobile App,5,55469.52
B00742,G0258,H024,22-08-2024,Standard,Website,3,9463.93
B00743,G0243,H008,11-11-2025,Suite,Travel Agent,2,19791.72
B00744,G0105,H011,08-08-2026,Standard,Mobile App,1,2864.15
B00745,G0344,H002,16-07-2024,Deluxe,Website,1,3876.35
B00746,G0058,H018,29-08-2025,Suite,Phone,2,13793.12
B00747,G0150,H010,21-12-2025,Standard,Website,2,6948.07
B00748,G0342,H010,06-11-2024,Deluxe,Phone,1,5528.95
B00749,G0147,H003,07-05-2025,Executive,Mobile App,2,16608.51
B00750,G0240,H017,08-03-2025,Deluxe,Mobile App,1,6502.77
B00751,G0139,H001,08-05-2025,Suite,Mobile App,1,8449.61
B00752,G0105,H020,17-04-2026,Deluxe,Mobile App,1,4179.47
B00753,G0350,H015,09-11-2024,Standard,Mobile App,3,11233.32
B00754,G0142,H016,02-01-2026,Standard,Walk-in,1,3123.16
B00755,G0321,H024,17-01-2026,Standard,Mobile App,2,5592.51
B00756,G0090,H012,30-01-2026,Standard,Website,14,35978.1
B00757,G0080,H004,19-12-2024,Standard,Mobile App,1,2825.41
B00758,G0014,H025,18-09-2024,Executive,Travel Agent,3,21710.58
B00759,G0242,H012,06-12-2025,Deluxe,Travel Agent,7,31867.13
B00760,G0132,H016,05-09-2024,Standard,Walk-in,3,8980.49
B00761,G0316,H022,15-12-2025,Deluxe,Website,2,12226.73
B00762,G0170,H008,17-09-2024,Deluxe,Phone,5,22378.43
B00763,G0346,H003,28-02-2026,Deluxe,Walk-in,2,11955.67
B00764,G0071,H003,24-06-2026,Deluxe,Website,2,12651.36
B00765,G0319,H023,26-08-2025,Standard,Phone,3,8363.86
B00766,G0286,H024,11-11-2024,Standard,Walk-in,4,10328.85
B00767,G0283,H019,17-03-2026,Suite,Website,1,9621.57
B00768,G0313,H024,10-08-2026,Standard,Website,14,43280.62
B00769,G0280,H004,02-01-2024,Standard,Travel Agent,3,8934.49
B00770,G0237,H006,24-07-2026,Standard,Website,1,3375.43
B00771,G0052,H004,29-05-2025,Deluxe,Walk-in,1,3841.93
B00772,G0014,H025,06-07-2024,Standard,Phone,5,16688.22
B00773,G0335,H020,23-07-2026,Standard,Mobile App,1,2579.99
B00774,G0233,H009,07-05-2024,Standard,Website,2,7778.21
B00775,G0289,H004,02-05-2026,Standard,Website,10,29857.26
B00776,G0174,H004,31-08-2025,Standard,Travel Agent,2,5768.1
B00777,G0044,H016,03-07-2026,Deluxe,Website,2,8338.65
B00778,G0049,H011,30-06-2026,Executive,Walk-in,7,44783.32
B00779,G0259,H020,22-01-2025,Standard,Mobile App,2,5180.25
B00780,G0149,H023,12-04-2025,Standard,Walk-in,7,17765.83
B00781,G0074,H017,05-05-2024,Standard,Travel Agent,5,18889.73
B00782,G0180,H022,30-05-2026,Deluxe,Mobile App,2,10818.34
B00783,G0025,H011,15-10-2025,Standard,Mobile App,1,3085.29
B00784,G0215,H022,29-11-2024,Standard,Mobile App,2,8020.78
B00785,G0103,H012,15-02-2026,Standard,Phone,7,22475.67
B00786,G0290,H023,27-05-2026,Executive,Travel Agent,2,11385.23
B00787,G0117,H017,26-05-2024,Suite,Travel Agent,4,37043.81
B00788,G0159,H003,24-05-2025,Standard,Travel Agent,3,12779.99
B00789,G0005,H015,04-10-2025,Executive,Mobile App,3,23521.34
B00790,G0028,H025,23-06-2024,Executive,Travel Agent,1,8130.25
B00791,G0136,H006,30-01-2024,Executive,Website,2,13736.47
B00792,G0173,H009,06-01-2026,Deluxe,Phone,4,24364.4
B00793,G0226,H018,07-07-2026,Deluxe,Mobile App,4,16517.76
B00794,G0115,H019,12-07-2025,Suite,Mobile App,3,26397.41
B00795,G0263,H024,08-02-2026,Deluxe,Mobile App,3,13109.98
B00796,G0316,H014,26-05-2026,Suite,Website,1,8158.99
B00797,G0286,H011,01-04-2024,Deluxe,Phone,4,15607.65
B00798,G0014,H005,11-01-2025,Suite,Phone,3,23906.14
B00799,G0173,H019,04-03-2024,Deluxe,Walk-in,10,48564.38
B00800,G0037,H022,13-12-2025,Executive,Website,3,25647.55
B00801,G0095,H013,19-04-2024,Standard,Walk-in,2,6182.61
B00802,G0350,H008,30-10-2024,Deluxe,Mobile App,3,13923.4
B00803,G0056,H023,12-11-2025,Standard,Website,3,9006.06
B00804,G0180,H023,11-06-2025,Deluxe,Mobile App,1,4086.07
B00805,G0233,H002,20-01-2025,Executive,Website,5,28579.6
B00806,G0265,H008,20-01-2026,Deluxe,Website,5,23411.03
B00807,G0202,H024,14-05-2025,Standard,Phone,3,9341.89
B00808,G0004,H018,21-09-2025,Standard,Mobile App,3,8291.45
